nodo,timestamp,cpu_usr,cpu_sys,cpu_wai,memory_available_mb,page_life_expectancy,disk_read_per_sec,disk_write_per_sec,total_reads,total_writes,active_sessions,active_requests,transactions_per_sec,duration_avg_ms,cpu_time_sum_ms,api_latency_ms,api_status,load1
REPLAY-NORMAL,2026-09-23 11:32:30,5.6,42.5,0.0,2262.0,1966.0,236245.0,1364984.0,0.0,55.4,25.0,20.0,811.35,0.0,0.0,4061.0,0.0,0.16
REPLAY-NORMAL,2026-09-23 11:32:36,5.4,43.0,0.0,2283.0,1971.0,401928.0,1307388.0,0.0,46.333333333333336,25.0,16.0,806.46,0.0,0.0,4062.0,0.0,0.15
REPLAY-NORMAL,2026-09-23 11:32:41,7.8,43.1,0.0,2287.0,1976.0,875.0,1252141.0,0.0,48.8,25.0,19.0,784.11,0.0,0.0,4062.0,0.0,0.14
REPLAY-NORMAL,2026-09-23 11:32:46,6.0,41.8,0.0,2286.0,1981.0,324066.0,1576442.0,0.0,51.4,21.0,17.0,789.62,0.0,0.0,4048.0,0.0,0.13
REPLAY-NORMAL,2026-09-23 11:32:52,6.7,42.7,0.0,2284.0,1986.0,4769325.294999999,1534829.0,0.0,39.16666666666666,21.0,19.0,756.68,0.0,0.0,4048.0,0.0,0.44
REPLAY-NORMAL,2026-09-23 11:32:57,6.7,42.1,0.0,2272.0,1992.0,197359.0,1740741.0,0.0,50.6,22.0,14.0,783.21,0.0,0.0,4048.0,0.0,0.4
REPLAY-NORMAL,2026-09-23 11:33:02,6.6,42.2,0.0,2200.0,1997.0,197947.0,1307443.0,0.0,45.8,21.0,13.0,772.66,0.0,0.0,4048.0,0.0,0.37
REPLAY-NORMAL,2026-09-23 11:33:07,6.5,41.4,0.0,2248.0,2002.0,343682.0,1338904.0,0.0,47.6,20.0,16.0,827.01,0.0,0.0,4048.0,0.0,0.34
REPLAY-NORMAL,2026-09-23 11:33:13,8.2,44.2,0.0,2236.0,2008.0,16404.0,1211686.0,0.0,38.5,20.0,14.0,765.92,0.0,0.0,4083.0,0.0,0.31
REPLAY-NORMAL,2026-09-23 11:33:18,7.4,42.6,0.0,2252.0,2014.0,867.0,1303230.0,0.0,44.8,20.0,13.0,782.13,0.0,0.0,4083.0,0.0,0.37
REPLAY-NORMAL,2026-09-23 11:33:23,7.9,42.7,0.0,2245.0,2019.0,10921.0,1496454.0,0.0,56.8,20.0,15.0,802.23,0.0,0.0,4083.0,0.0,0.66
REPLAY-NORMAL,2026-09-23 11:33:29,6.8,42.7,0.0,2247.0,2024.0,205561.0,1621980.0,0.0,52.0,21.0,14.0,839.04,0.0,0.0,4054.0,0.0,0.67785
REPLAY-NORMAL,2026-09-23 11:33:34,7.4,42.7,0.0,2298.0,2030.0,25304.0,1455575.0,0.0,60.8,22.0,14.0,800.25,0.0,0.0,4054.0,0.0,0.63
REPLAY-NORMAL,2026-09-23 11:33:39,5.2,40.7,0.0,2301.0,2035.0,193463.0,1571975.0,0.0,60.0,22.0,16.0,734.84,0.0,0.0,4066.0,0.0,0.58
REPLAY-NORMAL,2026-09-23 11:33:45,6.7,43.0,0.0,2308.0,2040.0,272013.0,1361569.0,0.0,46.833333333333336,21.0,14.0,773.1,0.0,0.0,4066.0,0.0,0.53
REPLAY-NORMAL,2026-09-23 11:33:50,8.6,45.9,0.0,2263.0,2045.0,4327085.0,1508472.0,0.0,52.8,21.0,15.0,786.69,0.0,0.0,4066.0,0.0,0.45
REPLAY-NORMAL,2026-09-23 11:33:55,7.0,43.1,0.0,2268.0,2051.0,320370.0,1229978.0,0.0,54.4,21.0,12.0,778.5,0.0,0.0,4068.0,0.0,0.42
REPLAY-NORMAL,2026-09-23 11:34:01,7.0,43.6,0.0,2216.0,2056.0,86847.0,1740234.0,0.099999999999999,52.66666666666666,21.0,16.0,783.63,0.0,0.0,4068.0,0.0,0.46
REPLAY-NORMAL,2026-09-23 11:34:06,12.9,46.0,0.0,2032.0,2061.0,2020381.0,1641554.0,0.0,56.4,21.0,15.0,703.6,0.0,0.0,4078.0,0.0,0.43
REPLAY-NORMAL,2026-09-23 11:34:11,20.8,48.6,0.0,1574.0,2067.0,1813109.0,6825772.69,0.0,58.0,21.0,15.0,688.59,0.0,0.0,4078.0,0.0,0.39
REPLAY-NORMAL,2026-09-23 11:34:17,17.9,49.5,0.0,1359.0,2072.0,1785981.0,3112277.0,0.0,54.0,21.0,16.0,686.04,0.0,0.0,4078.0,0.0,0.36
REPLAY-NORMAL,2026-09-23 11:34:22,10.3,45.1,0.0,1363.0,2077.0,208097.0,3761555.0,0.0,56.2,21.0,13.0,701.65,0.0,0.0,4079.0,0.0,0.33
REPLAY-NORMAL,2026-09-23 11:34:27,8.3,42.7,0.0,1525.0,2082.0,870445.0,3738429.0,0.0,58.2,21.0,17.0,711.47,0.0,0.0,4079.0,0.0,0.3
REPLAY-NORMAL,2026-09-23 11:34:33,12.8,45.9,0.0,1471.0,2088.0,772307.0,4150518.0,0.0,45.16666666666666,21.0,15.0,721.79,0.0,0.0,4025.0,0.0,0.28
REPLAY-NORMAL,2026-09-23 11:34:38,8.5,41.0,0.0,1661.0,2093.0,1015570.0,3759597.0,0.0,59.4,21.0,11.0,818.81,0.0,0.0,4025.0,0.0,0.26
REPLAY-NORMAL,2026-09-23 11:34:43,6.6,45.6,0.0,2411.0,2098.0,237180.0,6398808.0,0.0,53.2,21.0,15.0,718.11,0.0,0.0,4025.0,0.0,0.24
REPLAY-NORMAL,2026-09-23 11:34:48,9.6,42.6,0.0,2455.0,2103.0,495464.0,1478853.0,0.0,59.2,22.0,14.0,791.6,0.0,0.0,4055.0,0.0,0.22
REPLAY-NORMAL,2026-09-23 11:34:54,9.4,44.4,0.0,2221.0,2109.0,1735.0,1323047.0,0.0,45.16666666666666,22.0,16.0,741.21,0.0,0.0,4055.0,0.0,0.2
REPLAY-NORMAL,2026-09-23 11:34:59,10.6,42.0,0.0,2220.0,2114.0,7099.0,1625624.0,0.0,56.0,22.0,15.0,663.04,0.0,0.0,4049.0,0.0,0.18
REPLAY-NORMAL,2026-09-23 11:35:04,8.6,43.1,0.0,2385.0,2119.0,16101.0,1586108.0,0.0,52.2,22.0,16.0,731.48,0.0,0.0,4049.0,0.0,0.17
REPLAY-NORMAL,2026-09-23 11:35:10,7.3,41.6,0.0,2366.0,2124.0,284138.0,1770614.0,0.0,44.0,22.0,19.0,746.79,0.0,0.0,4049.0,0.0,0.16
REPLAY-NORMAL,2026-09-23 11:35:15,9.4,43.8,0.0,2373.0,2130.0,53823.0,2224077.0,0.0,53.6,22.0,14.0,746.65,0.0,0.0,4073.0,0.0,0.14
REPLAY-NORMAL,2026-09-23 11:35:20,7.4,43.1,0.0,2399.0,2136.0,24782.0,1330056.0,0.0,46.8,22.0,16.0,713.05,0.0,0.0,4073.0,0.0,0.12
REPLAY-NORMAL,2026-09-23 11:35:26,8.1,42.7,0.0,2406.0,2141.0,27191.0,1208869.0,0.0,39.66666666666666,22.0,17.0,724.41,0.0,0.0,4070.0,0.0,0.11
REPLAY-NORMAL,2026-09-23 11:35:31,6.1,41.6,0.0,2401.0,2146.0,40324.0,1564041.0,0.0,50.2,22.0,17.0,765.72,0.0,0.0,4070.0,0.0,0.1
REPLAY-NORMAL,2026-09-23 11:35:36,6.5,42.1,0.0,2429.0,2152.0,527131.0,4782784.0,0.0,51.0,22.0,15.0,745.15,0.0,0.0,4070.0,0.0,0.09
REPLAY-NORMAL,2026-09-23 11:35:41,7.1,42.0,0.0,2406.0,2157.0,197374.0,1286124.0,0.0,47.4,22.0,18.0,715.73,0.0,0.0,4066.0,0.0,0.09
REPLAY-NORMAL,2026-09-23 11:35:47,6.3,41.8,0.0,2466.0,2162.0,69964.0,3721915.0,0.0,50.5,22.0,18.0,787.95,0.0,0.0,4066.0,0.0,0.08
REPLAY-NORMAL,2026-09-23 11:35:52,7.3,43.4,0.0,2462.0,2167.0,31704.0,1395285.0,0.0,55.6,23.0,18.0,785.05,0.0,0.0,4067.0,0.0,0.07
REPLAY-NORMAL,2026-09-23 11:35:57,8.2,42.5,0.0,2475.0,2173.0,3984.0,1363281.0,0.0,57.4,23.0,16.0,799.5,0.0,0.0,4067.0,0.0,0.07
REPLAY-NORMAL,2026-09-23 11:36:03,8.4,43.3,0.0,2425.0,2178.0,3999.0,1470626.0,0.0,40.16666666666666,23.0,17.0,784.38,0.0,0.0,4075.0,0.0,0.06
REPLAY-NORMAL,2026-09-23 11:36:08,7.3,42.8,0.0,2422.0,2183.0,16270.0,1345375.0,0.0,52.8,22.0,13.0,719.58,0.0,0.0,4075.0,0.0,0.06
REPLAY-NORMAL,2026-09-23 11:36:13,6.8,44.0,0.0,2349.0,2188.0,16225.0,1221691.0,0.0,52.0,22.0,14.0,719.49,0.0,0.0,4075.0,0.0,0.05
REPLAY-NORMAL,2026-09-23 11:36:19,7.3,42.7,0.0,2349.0,2194.0,3957.0,1580556.0,0.0,44.5,23.0,17.0,770.67,0.0,0.0,4080.0,0.0,0.53
REPLAY-NORMAL,2026-09-23 11:36:24,7.7,43.2,0.0,2382.0,2199.0,3935.0,1134317.0,0.0,48.4,23.0,20.0,788.72,0.0,0.0,4080.0,0.0,0.49
REPLAY-NORMAL,2026-09-23 11:36:29,10.7,45.8,0.0,2378.0,2204.0,203655.0,1270981.0,0.0,42.4,23.0,18.0,714.65,0.0,0.0,4099.0,0.0,0.45
REPLAY-NORMAL,2026-09-23 11:36:34,8.7,43.8,0.0,2369.0,2209.0,7049.0,1690534.0,0.0,48.0,22.0,14.0,718.71,0.0,0.0,4099.0,0.0,0.41
REPLAY-NORMAL,2026-09-23 11:36:40,9.8,43.9,0.0,2236.0,2215.0,48518.0,5363213.0,0.0,35.333333333333336,22.0,18.0,745.15,0.0,0.0,4099.0,0.0,0.46
REPLAY-NORMAL,2026-09-23 11:36:45,12.3,44.5,0.0,2128.0,2220.0,279374.0,1839118.0,0.0,50.8,23.0,17.0,709.39,0.0,0.0,4077.0,0.0,0.42
REPLAY-NORMAL,2026-09-23 11:36:50,8.8,45.1,0.0,2168.0,2225.0,99341.0,6258576.0,0.0,56.2,23.0,17.0,761.65,0.0,0.0,4077.0,0.0,0.36
REPLAY-NORMAL,2026-09-23 11:36:56,9.6,44.9,0.0,2194.0,2231.0,236692.0,6701952.0,0.0,42.5,22.0,17.0,724.39,0.0,0.0,4076.0,0.0,0.33
REPLAY-NORMAL,2026-09-23 11:37:01,11.9,43.9,0.0,2157.0,2236.0,31378.0,1610030.0,0.0,49.0,23.0,17.0,736.74,0.0,0.0,4076.0,0.0,0.3
REPLAY-NORMAL,2026-09-23 11:37:06,14.3,45.4,0.0,2104.0,2241.0,333996.0,6039172.0,0.0,45.6,23.0,15.0,698.06,0.0,0.0,4076.0,0.0,0.28
REPLAY-NORMAL,2026-09-23 11:37:12,11.1,43.9,0.0,2102.0,2246.0,23519.0,1349846.0,0.0,40.66666666666666,22.0,17.0,704.28,0.0,0.0,4045.0,0.0,0.26
REPLAY-NORMAL,2026-09-23 11:37:17,14.9,37.2,0.0,1897.0,2252.0,22641.0,797573.0,0.0,31.2,22.0,17.0,464.97,0.0,0.0,4045.0,0.0,0.24
REPLAY-NORMAL,2026-09-23 11:37:22,12.2,44.2,0.0,1848.0,2258.0,3295897.0,4197627.0,0.0,43.0,22.0,17.0,716.91,0.0,0.0,4056.0,0.0,0.3
REPLAY-NORMAL,2026-09-23 11:37:28,11.4,47.8,0.0,2032.0,2263.0,1609818.0,3409168.0,0.0,32.666666666666664,22.0,14.0,645.52,0.0,0.0,4056.0,0.0,0.27
REPLAY-NORMAL,2026-09-23 11:37:33,12.1,47.1,0.0,1969.0,2269.0,1131465.0,1430784.0,0.0,39.0,22.0,17.0,697.54,0.0,0.0,4056.0,0.0,0.25
REPLAY-NORMAL,2026-09-23 11:37:38,18.4,48.8,0.0,2016.0,2274.0,469826.0,2249695.0,0.0,39.4,22.0,19.0,639.76,0.0,0.0,4069.0,0.0,0.23
REPLAY-NORMAL,2026-09-23 11:37:44,17.6,44.0,0.0,2049.0,2279.0,1220581.0,1117258.0,0.0,31.666666666666668,14.0,11.0,573.66,0.0,0.0,4069.0,0.0,0.21
REPLAY-NORMAL,2026-09-23 11:37:49,17.7,13.0,0.0,2077.0,2284.0,797196.0,357781.0,0.0,0.0,12.0,9.0,0.58,0.0,0.0,4063.0,0.0,0.2
