idx,run,score,prediccion
80,carga20,316.1890369522685,1
81,carga20,308.37589573626894,1
82,carga20,318.71125861415743,1
83,carga20,327.03180611077244,1
84,carga20,316.083475409463,1
85,carga20,318.4586616072456,1
86,carga20,311.3599762479102,1
87,carga20,313.1523659921235,1
88,carga20,301.484712960424,1
89,carga20,315.901445336844,1
90,carga20,318.02690652041855,1
91,carga20,306.816804336664,1
92,carga20,300.037808672916,1
93,carga20,298.140646505674,1
94,carga20,307.5187520554787,1
95,carga20,291.76357871712486,1
96,carga20,269.80163788428666,1
97,carga20,283.8135435831173,1
98,carga20,279.7146329912711,1
99,carga20,285.7207592827603,1
100,carga20,281.7333436959919,1
101,carga20,266.23411539294506,1
102,carga20,-252.38262812876786,-1
103,carga20,-460.8900362945241,-1
104,carga20,219.23218238758471,1
105,carga20,214.97669265360864,1
106,carga20,-525.173424512468,-1
107,carga20,219.46897105630055,1
108,carga20,188.18285653295374,1
109,carga20,210.24557135859908,1
110,carga20,217.25324752618639,1
111,carga20,249.3767635667013,1
112,carga20,267.02769331727853,1
113,carga20,259.65725392770827,1
114,carga20,273.22829860572114,1
115,carga20,263.61151115101524,1
116,carga20,-13.962996444632722,-1
117,carga20,241.937560581633,1
118,carga20,237.4096029327333,1
119,carga20,229.0141751659375,1
120,carga20,230.86644775540734,1
121,carga20,-194.87240841946965,-1
122,carga20,230.69337788841992,1
123,carga20,231.90995401739218,1
124,carga20,236.06166877729987,1
125,carga20,250.73634580526863,1
126,carga20,243.63807950493577,1
127,carga20,258.081417541799,1
128,carga20,265.25948400679357,1
129,carga20,272.3246909021977,1
130,carga20,275.72592144367394,1
131,carga20,266.21579977839923,1
132,carga20,250.69332980819624,1
133,carga20,265.7834341991415,1
134,carga20,261.07998234556084,1
135,carga20,271.15452827340397,1
136,carga20,272.8853531483608,1
137,carga20,275.6579752923894,1
138,carga20,267.0750223841273,1
139,carga20,264.5967690383509,1
140,carga20,263.48282642253724,1
141,carga20,310.3976527011475,1
142,carga20,303.11388652382624,1
143,carga20,295.68630349316976,1
144,carga20,293.1188338534416,1
145,carga20,185.32220172934828,1
146,carga20,189.85754866651027,1
147,carga20,224.89194856756893,1
148,carga20,217.7985963832099,1
149,carga20,187.97839720392653,1
150,carga20,215.503571147587,1
151,carga20,-624.7844601385902,-1
152,carga20,212.08040740756547,1
153,carga20,222.16045018375365,1
154,carga20,246.79122000855196,1
155,carga20,272.0450269029322,1
156,carga20,267.9441686842287,1
157,carga20,273.94420866932063,1
158,carga20,279.62209068541546,1
159,carga20,293.3166059032059,1
160,carga20,288.6682821846684,1
161,carga20,286.5347674054987,1
162,carga20,288.3204417998972,1
163,carga20,294.34536845116367,1
164,carga20,308.74874911172367,1
165,carga20,299.4698656787884,1
166,carga20,285.1378333371744,1
167,carga20,273.6328510127234,1
168,carga20,279.63881997567336,1
169,carga20,254.58256107248184,1
170,carga18,-124042.17211768047,-1
171,carga18,-4975.977224459776,-1
172,carga18,83.20532676063243,1
173,carga18,17.065884517943687,1
174,carga18,175.14426488118892,1
175,carga18,175.14426490424682,1
176,carga18,279.70694411678363,1
177,carga18,291.5162134113693,1
178,carga18,300.9318602573709,1
179,carga18,310.6737172895541,1
180,carga18,294.6600719024795,1
181,carga18,198.25976973826977,1
182,carga18,206.93599571420003,1
183,carga18,214.45139896673157,1
184,carga18,208.49519451457257,1
185,carga18,200.56725124513326,1
186,carga19,248.2429802994506,1
187,carga19,254.02170723882494,1
188,carga19,150.8715160058613,1
189,carga19,272.9633452310176,1
190,carga19,308.56158266251117,1
191,carga19,311.101741121777,1
192,carga19,300.5215106358459,1
193,carga19,303.6490744180384,1
194,carga19,291.9249839112703,1
195,carga19,297.606033281185,1
196,carga19,295.0436582243389,1
197,carga19,274.6707462366912,1
198,carga19,285.1273843457397,1
199,carga19,280.24744876119433,1
200,carga19,285.5709176600207,1
201,carga19,243.86282199209217,1
202,carga11,-31727.787790443883,-1
203,carga11,184.53441334503574,1
204,carga11,185.77866284569012,1
205,carga11,178.33055994976297,1
206,carga11,177.967240999505,1
207,carga11,177.40035794798442,1
208,carga11,177.274898140296,1
209,carga11,176.44342343935423,1
210,10,-100668.92616255183,-1
211,10,220.76475752383837,1
212,10,229.4906641289603,1
213,10,227.89730715339778,1
214,10,-302.20927663154595,-1
215,10,200.2171230800681,1
216,10,205.79494195907083,1
217,10,203.07508771463966,1
218,10,199.7101379962709,1
219,10,194.0456814211497,1
220,carga7,-117788.65519732588,-1
221,carga7,214.4813419275064,1
222,carga7,279.5129963155918,1
223,carga7,284.62383609190823,1
224,carga7,281.2026453670782,1
225,carga7,289.93433832995885,1
226,carga7,294.605250740396,1
227,carga7,279.1456730483564,1
228,carga7,268.8594316985304,1
229,carga7,38.7431882482137,1
