idx,run,score,prediccion
0,run1,-0.11526094418275645,-1
1,run1,-0.03881363476016908,-1
2,run1,-0.009802285087080587,-1
3,run1,0.013885930173681282,1
4,run1,0.025449943738667546,1
5,run1,0.038483161928149434,1
6,run1,0.06587863039281078,1
7,run1,0.05879553935684673,1
8,run1,0.056862101500437634,1
9,run1,0.07056322854971803,1
10,run1,0.06999024484889421,1
11,run1,0.07827669805182741,1
12,run1,0.07916070040007611,1
13,run1,0.0412829994269453,1
14,run1,0.06053318649113065,1
15,run1,0.04801531362103084,1
16,run1,0.0569550432979839,1
17,run1,0.030730726054667368,1
18,run1,0.03650651299800911,1
19,run1,0.01782154393808022,1
20,run1,0.04091740059429311,1
21,run1,0.05297805866027028,1
22,run1,0.050036413764750154,1
23,run1,0.04319422605536988,1
24,run1,0.06604222996837789,1
25,run1,0.07213071298878893,1
26,run1,0.07983015543918454,1
27,run1,0.0845852844590338,1
28,run1,0.09385869345007081,1
29,run1,0.09129480237968457,1
30,run1,0.09137507341451262,1
31,run1,0.08777808271067522,1
32,run1,0.08406961113359207,1
33,run1,0.08639498388916905,1
34,run1,0.08814499837815115,1
35,run1,0.06619021976359923,1
36,run1,0.08246745674166178,1
37,run1,0.08774714339126471,1
38,run1,0.06990315598445346,1
39,run1,0.08494610828553245,1
40,run1,0.06517595759429495,1
41,run1,0.04129550583594427,1
42,run1,0.07039122352066968,1
43,run1,0.052827497907382115,1
44,run1,0.051735400951233246,1
45,run1,0.059161551944923674,1
46,run1,0.042742603426035475,1
47,run1,0.03160161076776741,1
48,run1,0.060888516433058204,1
49,run1,0.04120011947078006,1
50,run1,0.048419150646954845,1
51,run1,0.06501108996497118,1
52,run1,0.04524665990478427,1
53,8,0.08113060174564052,1
54,8,0.10974186141701125,1
55,8,0.1185194495493655,1
56,8,0.11302829758157318,1
57,8,0.11960119057710128,1
58,8,0.08372645981539356,1
59,8,0.09791652675674145,1
60,8,0.08523824061036472,1
61,8,0.08030153152405001,1
62,8,0.07607175381203118,1
63,carga4,0.022242720783495096,1
64,carga4,0.039167838659180165,1
65,carga4,0.06953709479211678,1
66,carga4,0.07109315407058064,1
67,carga4,0.09460221746778563,1
68,carga4,0.10839435420787474,1
69,carga4,0.12537194964098042,1
70,carga4,0.12109057213097707,1
71,carga4,0.13153292269063566,1
72,carga4,0.12317986977545953,1
73,carga4,0.12424681354844958,1
74,carga4,0.13399063468477618,1
75,carga4,0.13044578696650355,1
76,carga4,0.12588901458203533,1
77,carga4,0.1254823635737884,1
78,carga4,0.1273408631926629,1
79,carga4,0.127749071476499,1
80,carga4,0.12404314227670515,1
81,carga4,0.116778843860044,1
82,carga4,0.1252947540087816,1
83,carga4,0.13074632472523212,1
84,carga4,0.13982032027418922,1
85,carga4,0.12588000054146503,1
86,carga4,0.1354237408250532,1
87,carga4,0.14221250834331833,1
88,carga4,0.1230613432986074,1
89,carga4,0.1330271359278799,1
90,carga4,0.13412146896172034,1
91,carga4,0.14834175050709075,1
92,carga4,0.1468508661621432,1
93,carga4,0.15109252924816358,1
94,carga4,0.14678947743837623,1
95,carga4,0.1362706045316241,1
96,carga4,0.1323813493939402,1
97,carga4,0.14160794107231633,1
98,carga4,0.1384565564511051,1
99,carga4,0.13351866098190218,1
100,carga4,0.13570357580954917,1
101,carga4,0.1425526697265469,1
102,carga4,0.13472505563780196,1
103,carga4,0.138312912389627,1
104,carga4,0.1413624540518983,1
105,carga4,0.15053928254093785,1
106,carga4,0.15082805807754196,1
107,carga4,0.14772861533089104,1
108,carga4,0.15365721785223413,1
109,carga4,0.15568552989113948,1
110,carga4,0.1513506951385044,1
111,carga4,0.15209363012679283,1
112,carga4,0.15448879831030565,1
113,carga4,0.1513927730763358,1
114,carga4,0.15208434113451602,1
115,carga4,0.1552272586197911,1
116,carga4,0.15766719344761,1
117,carga4,0.15689274911712653,1
118,carga4,0.1586736253200317,1
119,carga4,0.1547897838584955,1
120,carga4,0.15637077893961415,1
121,carga4,0.14926956973123162,1
122,carga4,0.15473752210964486,1
123,carga4,0.15311053723730594,1
124,carga4,0.1548836927167372,1
125,carga4,0.15150926671256726,1
126,carga4,0.15625568984206578,1
127,carga4,0.15165727813566404,1
128,carga4,0.15671713799337073,1
129,carga4,0.15755142109768688,1
130,carga4,0.15336983164002677,1
131,carga4,0.15330694858182026,1
132,carga4,0.15044958801291985,1
133,carga4,0.15748256267526423,1
134,carga4,0.15750542215888597,1
135,carga4,0.15891955917456746,1
136,carga4,0.16086257850645846,1
137,carga4,0.16092946310584844,1
138,carga4,0.1565450173544528,1
139,carga4,0.1532413439378396,1
140,carga4,0.15911842278053845,1
141,carga4,0.15440410048016256,1
142,carga4,0.15816811761713073,1
143,carga4,0.16141680285509596,1
144,carga4,0.16027941621034236,1
145,carga4,0.15225742749166948,1
146,carga4,0.1590621625639524,1
147,carga4,0.15578316152982313,1
148,carga4,0.15657990342975392,1
149,carga4,0.15923621468738458,1
150,carga4,0.16037053483117386,1
151,carga4,0.15731126037643167,1
152,carga4,0.16047029174096444,1
153,carga4,0.1585185533639406,1
154,carga4,0.1564910360138666,1
155,carga4,0.15397917719756882,1
156,carga4,0.15980484338484952,1
157,carga4,0.1593499274804952,1
158,carga4,0.15762361335606,1
159,carga4,0.1583640616024704,1
160,carga4,0.15693757263934027,1
161,carga4,0.16103061051640766,1
162,carga4,0.15706178412157074,1
163,carga4,0.15825709384120656,1
164,carga4,0.15666498558342412,1
165,carga4,0.16083964199767647,1
166,carga4,0.160018397996048,1
167,carga4,0.1572618225489965,1
168,carga4,0.15756858433802334,1
169,carga4,0.15766506094107896,1
170,carga4,0.15468535481482004,1
171,carga4,0.15365166510066014,1
172,carga4,0.15770620461072582,1
173,carga4,0.1400916535057551,1
174,carga4,0.13696434058668838,1
175,carga4,0.14417680669315497,1
176,carga4,0.14171993384370934,1
177,carga4,0.12930919240248617,1
178,carga4,0.13529049462587955,1
179,carga4,0.14797246620309396,1
180,carga4,0.1311308553273407,1
181,carga4,0.14897573412151344,1
182,carga4,0.145177591199453,1
183,carga4,0.1536551097267142,1
184,carga4,0.15395345738407828,1
185,carga4,0.1561716495398408,1
186,carga4,0.15615200068485968,1
187,carga4,0.15458807230708432,1
188,carga4,0.159657504434496,1
