event_name,timestamp,database_name,severity,error_number,message,_linea,session_id,login_name,program_name,resource_type,mode,process_type
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 10:37:35.932,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 10:37:35.932"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
login,2026-09-11 10:37:41.083,SteelNort,0.0,0.0,0,"{""event_name"": ""login"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 96, ""login_name"": ""795ec2146175\\Administrator"", ""program_name"": ""Microsoft SQL Server"", ""database_name"": ""SteelNort""}",96.0,795ec2146175\Administrator,Microsoft SQL Server,0,0,UNKNOWN
login,2026-09-11 10:37:41.083,SteelNort,0.0,0.0,0,"{""event_name"": ""login"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 84, ""login_name"": ""sa"", ""program_name"": ""Python"", ""database_name"": ""SteelNort""}",84.0,sa,Python,0,0,UNKNOWN
login,2026-09-11 10:37:41.083,SteelNort,0.0,0.0,0,"{""event_name"": ""login"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 85, ""login_name"": ""sa"", ""program_name"": ""Python"", ""database_name"": ""SteelNort""}",85.0,sa,Python,0,0,UNKNOWN
login,2026-09-11 10:37:41.083,SteelNort,0.0,0.0,0,"{""event_name"": ""login"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 86, ""login_name"": ""sa"", ""program_name"": ""SteelNortCargaNormal"", ""database_name"": ""SteelNort""}",86.0,sa,SteelNortCargaNormal,0,0,UNKNOWN
login,2026-09-11 10:37:41.083,SteelNort,0.0,0.0,0,"{""event_name"": ""login"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 87, ""login_name"": ""sa"", ""program_name"": ""SteelNortCargaNormal"", ""database_name"": ""SteelNort""}",87.0,sa,SteelNortCargaNormal,0,0,UNKNOWN
login,2026-09-11 10:37:41.083,SteelNort,0.0,0.0,0,"{""event_name"": ""login"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 88, ""login_name"": ""sa"", ""program_name"": ""SteelNortCargaNormal"", ""database_name"": ""SteelNort""}",88.0,sa,SteelNortCargaNormal,0,0,UNKNOWN
login,2026-09-11 10:37:41.083,SteelNort,0.0,0.0,0,"{""event_name"": ""login"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 89, ""login_name"": ""sa"", ""program_name"": ""SteelNortCargaNormal"", ""database_name"": ""SteelNort""}",89.0,sa,SteelNortCargaNormal,0,0,UNKNOWN
login,2026-09-11 10:37:41.083,SteelNort,0.0,0.0,0,"{""event_name"": ""login"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 90, ""login_name"": ""sa"", ""program_name"": ""SteelNortCargaNormal"", ""database_name"": ""SteelNort""}",90.0,sa,SteelNortCargaNormal,0,0,UNKNOWN
login,2026-09-11 10:37:41.083,SteelNort,0.0,0.0,0,"{""event_name"": ""login"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 91, ""login_name"": ""sa"", ""program_name"": ""SteelNortCargaNormal"", ""database_name"": ""SteelNort""}",91.0,sa,SteelNortCargaNormal,0,0,UNKNOWN
login,2026-09-11 10:37:41.083,SteelNort,0.0,0.0,0,"{""event_name"": ""login"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 92, ""login_name"": ""sa"", ""program_name"": ""SteelNortCargaNormal"", ""database_name"": ""SteelNort""}",92.0,sa,SteelNortCargaNormal,0,0,UNKNOWN
login,2026-09-11 10:37:41.083,SteelNort,0.0,0.0,0,"{""event_name"": ""login"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 93, ""login_name"": ""sa"", ""program_name"": ""SteelNortCargaNormal"", ""database_name"": ""SteelNort""}",93.0,sa,SteelNortCargaNormal,0,0,UNKNOWN
login,2026-09-11 10:37:41.083,SteelNort,0.0,0.0,0,"{""event_name"": ""login"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 94, ""login_name"": ""sa"", ""program_name"": ""SteelNortCargaNormal"", ""database_name"": ""SteelNort""}",94.0,sa,SteelNortCargaNormal,0,0,UNKNOWN
login,2026-09-11 10:37:41.083,SteelNort,0.0,0.0,0,"{""event_name"": ""login"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 95, ""login_name"": ""sa"", ""program_name"": ""SteelNortCargaNormal"", ""database_name"": ""SteelNort""}",95.0,sa,SteelNortCargaNormal,0,0,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 84, ""resource_type"": ""DATABASE"", ""mode"": ""S""}",84.0,0,0,DATABASE,S,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 90, ""resource_type"": ""DATABASE"", ""mode"": ""S""}",90.0,0,0,DATABASE,S,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 94, ""resource_type"": ""OBJECT"", ""mode"": ""Sch-S""}",94.0,0,0,OBJECT,Sch-S,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 88, ""resource_type"": ""OBJECT"", ""mode"": ""Sch-S""}",88.0,0,0,OBJECT,Sch-S,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 86, ""resource_type"": ""DATABASE"", ""mode"": ""S""}",86.0,0,0,DATABASE,S,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 87, ""resource_type"": ""PAGE"", ""mode"": ""IS""}",87.0,0,0,PAGE,IS,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 87, ""resource_type"": ""DATABASE"", ""mode"": ""S""}",87.0,0,0,DATABASE,S,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 89, ""resource_type"": ""DATABASE"", ""mode"": ""S""}",89.0,0,0,DATABASE,S,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 90, ""resource_type"": ""OBJECT"", ""mode"": ""IX""}",90.0,0,0,OBJECT,IX,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 90, ""resource_type"": ""PAGE"", ""mode"": ""S""}",90.0,0,0,PAGE,S,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 92, ""resource_type"": ""OBJECT"", ""mode"": ""IS""}",92.0,0,0,OBJECT,IS,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 85, ""resource_type"": ""DATABASE"", ""mode"": ""S""}",85.0,0,0,DATABASE,S,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 95, ""resource_type"": ""DATABASE"", ""mode"": ""S""}",95.0,0,0,DATABASE,S,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 86, ""resource_type"": ""OBJECT"", ""mode"": ""IX""}",86.0,0,0,OBJECT,IX,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 89, ""resource_type"": ""OBJECT"", ""mode"": ""IX""}",89.0,0,0,OBJECT,IX,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 91, ""resource_type"": ""DATABASE"", ""mode"": ""S""}",91.0,0,0,DATABASE,S,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 92, ""resource_type"": ""PAGE"", ""mode"": ""IS""}",92.0,0,0,PAGE,IS,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 92, ""resource_type"": ""DATABASE"", ""mode"": ""S""}",92.0,0,0,DATABASE,S,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 95, ""resource_type"": ""OBJECT"", ""mode"": ""IX""}",95.0,0,0,OBJECT,IX,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 93, ""resource_type"": ""DATABASE"", ""mode"": ""S""}",93.0,0,0,DATABASE,S,UNKNOWN
lock_acquired,2026-09-11 10:37:41.083,0,0.0,0.0,0,"{""event_name"": ""lock_acquired"", ""timestamp"": ""2026-09-11 10:37:41.083"", ""session_id"": 94, ""resource_type"": ""DATABASE"", ""mode"": ""S""}",94.0,0,0,DATABASE,S,UNKNOWN
