event_name,timestamp,session_id,login_name,program_name,database_name,_linea,command,duration,cpu_time,logical_reads,writes,wait_type,resource_type,mode,status,process_type
login,2026-09-07 05:07:11.602,64,sa,Microsoft JDBC Driver for SQL Server,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 64, ""login_name"": ""sa"", ""program_name"": ""Microsoft JDBC Driver for SQL Server"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,65,sa,Microsoft JDBC Driver for SQL Server,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 65, ""login_name"": ""sa"", ""program_name"": ""Microsoft JDBC Driver for SQL Server"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,66,sa,Microsoft JDBC Driver for SQL Server,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 66, ""login_name"": ""sa"", ""program_name"": ""Microsoft JDBC Driver for SQL Server"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,67,sa,Microsoft JDBC Driver for SQL Server,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 67, ""login_name"": ""sa"", ""program_name"": ""Microsoft JDBC Driver for SQL Server"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,68,sa,Microsoft JDBC Driver for SQL Server,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 68, ""login_name"": ""sa"", ""program_name"": ""Microsoft JDBC Driver for SQL Server"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,69,NT AUTHORITY\SYSTEM,SQLServerCEIP,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 69, ""login_name"": ""NT AUTHORITY\\SYSTEM"", ""program_name"": ""SQLServerCEIP"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,70,sa,unknown,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 70, ""login_name"": ""sa"", ""program_name"": ""unknown"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,71,sa,unknown,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 71, ""login_name"": ""sa"", ""program_name"": ""unknown"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,72,sa,unknown,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 72, ""login_name"": ""sa"", ""program_name"": ""unknown"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,73,sa,unknown,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 73, ""login_name"": ""sa"", ""program_name"": ""unknown"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,74,sa,unknown,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 74, ""login_name"": ""sa"", ""program_name"": ""unknown"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,75,sa,unknown,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 75, ""login_name"": ""sa"", ""program_name"": ""unknown"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,76,sa,python3.11,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 76, ""login_name"": ""sa"", ""program_name"": ""python3.11"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,77,sa,python3.11,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 77, ""login_name"": ""sa"", ""program_name"": ""python3.11"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,78,sa,python3.11,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 78, ""login_name"": ""sa"", ""program_name"": ""python3.11"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,51,sa,Microsoft JDBC Driver for SQL Server,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 51, ""login_name"": ""sa"", ""program_name"": ""Microsoft JDBC Driver for SQL Server"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,52,sa,Microsoft JDBC Driver for SQL Server,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 52, ""login_name"": ""sa"", ""program_name"": ""Microsoft JDBC Driver for SQL Server"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,53,sa,unknown,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 53, ""login_name"": ""sa"", ""program_name"": ""unknown"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,54,sa,unknown,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 54, ""login_name"": ""sa"", ""program_name"": ""unknown"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,55,sa,unknown,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 55, ""login_name"": ""sa"", ""program_name"": ""unknown"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,56,sa,unknown,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 56, ""login_name"": ""sa"", ""program_name"": ""unknown"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,57,sa,unknown,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 57, ""login_name"": ""sa"", ""program_name"": ""unknown"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,58,sa,unknown,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 58, ""login_name"": ""sa"", ""program_name"": ""unknown"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,59,sa,unknown,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 59, ""login_name"": ""sa"", ""program_name"": ""unknown"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
login,2026-09-07 05:07:11.602,60,sa,Microsoft JDBC Driver for SQL Server,SteelNort,"{""event_name"": ""login"", ""timestamp"": ""2026-09-07 05:07:11.602"", ""session_id"": 60, ""login_name"": ""sa"", ""program_name"": ""Microsoft JDBC Driver for SQL Server"", ""database_name"": ""SteelNort""}",0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
